,file_name,Kepler_id,quarter,channel
1085,kplr100002330-2010174085026_lpd-targ.fits.gz,KIC 100002330,5,12
1086,kplr100002330-2012179063303_lpd-targ.fits.gz,KIC 100002330,13,12
1087,kplr100002330-2011177032512_lpd-targ.fits.gz,KIC 100002330,9,12
1088,kplr100002331-2011177032512_lpd-targ.fits.gz,KIC 100002331,9,69
1089,kplr100002331-2012179063303_lpd-targ.fits.gz,KIC 100002331,13,69
1090,kplr100002331-2013131215648_lpd-targ.fits.gz,KIC 100002331,17,69
1091,kplr100002331-2010174085026_lpd-targ.fits.gz,KIC 100002331,5,69
1092,kplr100002332-2013131215648_lpd-targ.fits.gz,KIC 100002332,17,69
1093,kplr100002332-2010174085026_lpd-targ.fits.gz,KIC 100002332,5,69
1094,kplr100002332-2011177032512_lpd-targ.fits.gz,KIC 100002332,9,69
1095,kplr100002332-2012179063303_lpd-targ.fits.gz,KIC 100002332,13,69
1096,kplr100002333-2010174085026_lpd-targ.fits.gz,KIC 100002333,5,69
1097,kplr100002333-2013131215648_lpd-targ.fits.gz,KIC 100002333,17,69
1098,kplr100002333-2012179063303_lpd-targ.fits.gz,KIC 100002333,13,69
1099,kplr100002333-2011177032512_lpd-targ.fits.gz,KIC 100002333,9,69
1100,kplr100002334-2011177032512_lpd-targ.fits.gz,KIC 100002334,9,69
1101,kplr100002334-2013131215648_lpd-targ.fits.gz,KIC 100002334,17,69
1102,kplr100002334-2012179063303_lpd-targ.fits.gz,KIC 100002334,13,69
1103,kplr100002334-2010174085026_lpd-targ.fits.gz,KIC 100002334,5,69
1104,kplr100002335-2011177032512_lpd-targ.fits.gz,KIC 100002335,9,70
1105,kplr100002335-2012179063303_lpd-targ.fits.gz,KIC 100002335,13,70
1106,kplr100002335-2013131215648_lpd-targ.fits.gz,KIC 100002335,17,70
1107,kplr100002335-2010174085026_lpd-targ.fits.gz,KIC 100002335,5,70
1108,kplr100002336-2012179063303_lpd-targ.fits.gz,KIC 100002336,13,70
1109,kplr100002336-2011177032512_lpd-targ.fits.gz,KIC 100002336,9,70
1110,kplr100002336-2010174085026_lpd-targ.fits.gz,KIC 100002336,5,70
1111,kplr100002336-2013131215648_lpd-targ.fits.gz,KIC 100002336,17,70
1112,kplr100002337-2012179063303_lpd-targ.fits.gz,KIC 100002337,13,70
1113,kplr100002337-2013131215648_lpd-targ.fits.gz,KIC 100002337,17,70
1114,kplr100002337-2011177032512_lpd-targ.fits.gz,KIC 100002337,9,70
1115,kplr100002337-2010174085026_lpd-targ.fits.gz,KIC 100002337,5,70
1116,kplr100002338-2013131215648_lpd-targ.fits.gz,KIC 100002338,17,70
1117,kplr100002338-2011177032512_lpd-targ.fits.gz,KIC 100002338,9,70
1118,kplr100002338-2012179063303_lpd-targ.fits.gz,KIC 100002338,13,70
1119,kplr100002338-2010174085026_lpd-targ.fits.gz,KIC 100002338,5,70
1120,kplr100002339-2010174085026_lpd-targ.fits.gz,KIC 100002339,5,71
1121,kplr100002339-2011177032512_lpd-targ.fits.gz,KIC 100002339,9,71
1122,kplr100002339-2013131215648_lpd-targ.fits.gz,KIC 100002339,17,71
1123,kplr100002339-2012179063303_lpd-targ.fits.gz,KIC 100002339,13,71
1124,kplr100002340-2010174085026_lpd-targ.fits.gz,KIC 100002340,5,71
1125,kplr100002340-2011177032512_lpd-targ.fits.gz,KIC 100002340,9,71
1126,kplr100002340-2013131215648_lpd-targ.fits.gz,KIC 100002340,17,71
1127,kplr100002340-2012179063303_lpd-targ.fits.gz,KIC 100002340,13,71
1128,kplr100002341-2011177032512_lpd-targ.fits.gz,KIC 100002341,9,71
1129,kplr100002341-2010174085026_lpd-targ.fits.gz,KIC 100002341,5,71
1130,kplr100002341-2013131215648_lpd-targ.fits.gz,KIC 100002341,17,71
1131,kplr100002341-2012179063303_lpd-targ.fits.gz,KIC 100002341,13,71
1132,kplr100002342-2011177032512_lpd-targ.fits.gz,KIC 100002342,9,71
1133,kplr100002342-2010174085026_lpd-targ.fits.gz,KIC 100002342,5,71
1134,kplr100002342-2012179063303_lpd-targ.fits.gz,KIC 100002342,13,71
1135,kplr100002342-2013131215648_lpd-targ.fits.gz,KIC 100002342,17,71
1136,kplr100002343-2012179063303_lpd-targ.fits.gz,KIC 100002343,13,72
1137,kplr100002343-2010174085026_lpd-targ.fits.gz,KIC 100002343,5,72
1138,kplr100002343-2011177032512_lpd-targ.fits.gz,KIC 100002343,9,72
1139,kplr100002343-2013131215648_lpd-targ.fits.gz,KIC 100002343,17,72
1140,kplr100002344-2013131215648_lpd-targ.fits.gz,KIC 100002344,17,72
1141,kplr100002344-2011177032512_lpd-targ.fits.gz,KIC 100002344,9,72
1142,kplr100002344-2010174085026_lpd-targ.fits.gz,KIC 100002344,5,72
1143,kplr100002344-2012179063303_lpd-targ.fits.gz,KIC 100002344,13,72
1144,kplr100002345-2011177032512_lpd-targ.fits.gz,KIC 100002345,9,72
1145,kplr100002345-2010174085026_lpd-targ.fits.gz,KIC 100002345,5,72
1146,kplr100002345-2012179063303_lpd-targ.fits.gz,KIC 100002345,13,72
1147,kplr100002345-2013131215648_lpd-targ.fits.gz,KIC 100002345,17,72
1148,kplr100002346-2010174085026_lpd-targ.fits.gz,KIC 100002346,5,72
1149,kplr100002346-2012179063303_lpd-targ.fits.gz,KIC 100002346,13,72
1150,kplr100002346-2011177032512_lpd-targ.fits.gz,KIC 100002346,9,72
1151,kplr100002346-2013131215648_lpd-targ.fits.gz,KIC 100002346,17,72
1152,kplr100002347-2011177032512_lpd-targ.fits.gz,KIC 100002347,9,49
1153,kplr100002347-2012179063303_lpd-targ.fits.gz,KIC 100002347,13,49
1154,kplr100002347-2010174085026_lpd-targ.fits.gz,KIC 100002347,5,49
1155,kplr100002347-2013131215648_lpd-targ.fits.gz,KIC 100002347,17,49
1156,kplr100002348-2013131215648_lpd-targ.fits.gz,KIC 100002348,17,49
1157,kplr100002348-2011177032512_lpd-targ.fits.gz,KIC 100002348,9,49
1158,kplr100002348-2012179063303_lpd-targ.fits.gz,KIC 100002348,13,49
1159,kplr100002348-2010174085026_lpd-targ.fits.gz,KIC 100002348,5,49
1160,kplr100002349-2013131215648_lpd-targ.fits.gz,KIC 100002349,17,49
1161,kplr100002349-2012179063303_lpd-targ.fits.gz,KIC 100002349,13,49
1162,kplr100002349-2010174085026_lpd-targ.fits.gz,KIC 100002349,5,49
1163,kplr100002349-2011177032512_lpd-targ.fits.gz,KIC 100002349,9,49
1164,kplr100002350-2011177032512_lpd-targ.fits.gz,KIC 100002350,9,49
1165,kplr100002350-2013131215648_lpd-targ.fits.gz,KIC 100002350,17,49
1166,kplr100002350-2012179063303_lpd-targ.fits.gz,KIC 100002350,13,49
1167,kplr100002350-2010174085026_lpd-targ.fits.gz,KIC 100002350,5,49
1168,kplr100002351-2013131215648_lpd-targ.fits.gz,KIC 100002351,17,50
1169,kplr100002351-2011177032512_lpd-targ.fits.gz,KIC 100002351,9,50
1170,kplr100002351-2010174085026_lpd-targ.fits.gz,KIC 100002351,5,50
1171,kplr100002351-2012179063303_lpd-targ.fits.gz,KIC 100002351,13,50
1172,kplr100002352-2010174085026_lpd-targ.fits.gz,KIC 100002352,5,50
1173,kplr100002352-2013131215648_lpd-targ.fits.gz,KIC 100002352,17,50
1174,kplr100002352-2012179063303_lpd-targ.fits.gz,KIC 100002352,13,50
1175,kplr100002352-2011177032512_lpd-targ.fits.gz,KIC 100002352,9,50
1176,kplr100002353-2011177032512_lpd-targ.fits.gz,KIC 100002353,9,50
1177,kplr100002353-2012179063303_lpd-targ.fits.gz,KIC 100002353,13,50
1178,kplr100002353-2013131215648_lpd-targ.fits.gz,KIC 100002353,17,50
1179,kplr100002353-2010174085026_lpd-targ.fits.gz,KIC 100002353,5,50
1180,kplr100002354-2011177032512_lpd-targ.fits.gz,KIC 100002354,9,50
1181,kplr100002354-2010174085026_lpd-targ.fits.gz,KIC 100002354,5,50
1182,kplr100002354-2012179063303_lpd-targ.fits.gz,KIC 100002354,13,50
1183,kplr100002354-2013131215648_lpd-targ.fits.gz,KIC 100002354,17,50
1184,kplr100002355-2012179063303_lpd-targ.fits.gz,KIC 100002355,13,51
1185,kplr100002355-2011177032512_lpd-targ.fits.gz,KIC 100002355,9,51
1186,kplr100002355-2013131215648_lpd-targ.fits.gz,KIC 100002355,17,51
1187,kplr100002355-2010174085026_lpd-targ.fits.gz,KIC 100002355,5,51
1188,kplr100002356-2013131215648_lpd-targ.fits.gz,KIC 100002356,17,51
1189,kplr100002356-2010174085026_lpd-targ.fits.gz,KIC 100002356,5,51
1190,kplr100002356-2012179063303_lpd-targ.fits.gz,KIC 100002356,13,51
1191,kplr100002356-2011177032512_lpd-targ.fits.gz,KIC 100002356,9,51
1192,kplr100002357-2013131215648_lpd-targ.fits.gz,KIC 100002357,17,51
1193,kplr100002357-2010174085026_lpd-targ.fits.gz,KIC 100002357,5,51
1194,kplr100002357-2011177032512_lpd-targ.fits.gz,KIC 100002357,9,51
1195,kplr100002357-2012179063303_lpd-targ.fits.gz,KIC 100002357,13,51
1196,kplr100002358-2012179063303_lpd-targ.fits.gz,KIC 100002358,13,51
1197,kplr100002358-2013131215648_lpd-targ.fits.gz,KIC 100002358,17,51
1198,kplr100002358-2010174085026_lpd-targ.fits.gz,KIC 100002358,5,51
1199,kplr100002358-2011177032512_lpd-targ.fits.gz,KIC 100002358,9,51
1200,kplr100002359-2010174085026_lpd-targ.fits.gz,KIC 100002359,5,52
1201,kplr100002359-2012179063303_lpd-targ.fits.gz,KIC 100002359,13,52
1202,kplr100002359-2011177032512_lpd-targ.fits.gz,KIC 100002359,9,52
1203,kplr100002359-2013131215648_lpd-targ.fits.gz,KIC 100002359,17,52
1204,kplr100002360-2011177032512_lpd-targ.fits.gz,KIC 100002360,9,52
1205,kplr100002360-2012179063303_lpd-targ.fits.gz,KIC 100002360,13,52
1206,kplr100002360-2010174085026_lpd-targ.fits.gz,KIC 100002360,5,52
1207,kplr100002360-2013131215648_lpd-targ.fits.gz,KIC 100002360,17,52
1208,kplr100002361-2013131215648_lpd-targ.fits.gz,KIC 100002361,17,52
1209,kplr100002361-2010174085026_lpd-targ.fits.gz,KIC 100002361,5,52
1210,kplr100002361-2012179063303_lpd-targ.fits.gz,KIC 100002361,13,52
1211,kplr100002361-2011177032512_lpd-targ.fits.gz,KIC 100002361,9,52
1212,kplr100002362-2012179063303_lpd-targ.fits.gz,KIC 100002362,13,52
1213,kplr100002362-2011177032512_lpd-targ.fits.gz,KIC 100002362,9,52
1214,kplr100002362-2013131215648_lpd-targ.fits.gz,KIC 100002362,17,52
1215,kplr100002362-2010174085026_lpd-targ.fits.gz,KIC 100002362,5,52
1216,kplr100002363-2011177032512_lpd-targ.fits.gz,KIC 100002363,9,29
1217,kplr100002363-2012179063303_lpd-targ.fits.gz,KIC 100002363,13,29
1218,kplr100002363-2013131215648_lpd-targ.fits.gz,KIC 100002363,17,29
1219,kplr100002363-2010174085026_lpd-targ.fits.gz,KIC 100002363,5,29
1220,kplr100002364-2010174085026_lpd-targ.fits.gz,KIC 100002364,5,29
1221,kplr100002364-2012179063303_lpd-targ.fits.gz,KIC 100002364,13,29
1222,kplr100002364-2013131215648_lpd-targ.fits.gz,KIC 100002364,17,29
1223,kplr100002364-2011177032512_lpd-targ.fits.gz,KIC 100002364,9,29
1224,kplr100002365-2010174085026_lpd-targ.fits.gz,KIC 100002365,5,29
1225,kplr100002365-2013131215648_lpd-targ.fits.gz,KIC 100002365,17,29
1226,kplr100002365-2012179063303_lpd-targ.fits.gz,KIC 100002365,13,29
1227,kplr100002365-2011177032512_lpd-targ.fits.gz,KIC 100002365,9,29
1228,kplr100002366-2010174085026_lpd-targ.fits.gz,KIC 100002366,5,29
1229,kplr100002366-2011177032512_lpd-targ.fits.gz,KIC 100002366,9,29
1230,kplr100002366-2013131215648_lpd-targ.fits.gz,KIC 100002366,17,29
1231,kplr100002366-2012179063303_lpd-targ.fits.gz,KIC 100002366,13,29
1232,kplr100002367-2012179063303_lpd-targ.fits.gz,KIC 100002367,13,30
1233,kplr100002367-2010174085026_lpd-targ.fits.gz,KIC 100002367,5,30
1234,kplr100002367-2011177032512_lpd-targ.fits.gz,KIC 100002367,9,30
1235,kplr100002367-2013131215648_lpd-targ.fits.gz,KIC 100002367,17,30
1236,kplr100002368-2012179063303_lpd-targ.fits.gz,KIC 100002368,13,30
1237,kplr100002368-2010174085026_lpd-targ.fits.gz,KIC 100002368,5,30
1238,kplr100002368-2011177032512_lpd-targ.fits.gz,KIC 100002368,9,30
1239,kplr100002368-2013131215648_lpd-targ.fits.gz,KIC 100002368,17,30
1240,kplr100002369-2013131215648_lpd-targ.fits.gz,KIC 100002369,17,30
1241,kplr100002369-2012179063303_lpd-targ.fits.gz,KIC 100002369,13,30
1242,kplr100002369-2010174085026_lpd-targ.fits.gz,KIC 100002369,5,30
1243,kplr100002369-2011177032512_lpd-targ.fits.gz,KIC 100002369,9,30
1244,kplr100002370-2013131215648_lpd-targ.fits.gz,KIC 100002370,17,30
1245,kplr100002370-2010174085026_lpd-targ.fits.gz,KIC 100002370,5,30
1246,kplr100002370-2011177032512_lpd-targ.fits.gz,KIC 100002370,9,30
1247,kplr100002370-2012179063303_lpd-targ.fits.gz,KIC 100002370,13,30
1248,kplr100002371-2011177032512_lpd-targ.fits.gz,KIC 100002371,9,31
1249,kplr100002371-2012179063303_lpd-targ.fits.gz,KIC 100002371,13,31
1250,kplr100002371-2013131215648_lpd-targ.fits.gz,KIC 100002371,17,31
1251,kplr100002371-2010174085026_lpd-targ.fits.gz,KIC 100002371,5,31
1252,kplr100002372-2013131215648_lpd-targ.fits.gz,KIC 100002372,17,31
1253,kplr100002372-2012179063303_lpd-targ.fits.gz,KIC 100002372,13,31
1254,kplr100002372-2011177032512_lpd-targ.fits.gz,KIC 100002372,9,31
1255,kplr100002372-2010174085026_lpd-targ.fits.gz,KIC 100002372,5,31
1256,kplr100002373-2011177032512_lpd-targ.fits.gz,KIC 100002373,9,31
1257,kplr100002373-2012179063303_lpd-targ.fits.gz,KIC 100002373,13,31
1258,kplr100002373-2013131215648_lpd-targ.fits.gz,KIC 100002373,17,31
1259,kplr100002373-2010174085026_lpd-targ.fits.gz,KIC 100002373,5,31
1260,kplr100002374-2013131215648_lpd-targ.fits.gz,KIC 100002374,17,31
1261,kplr100002374-2012179063303_lpd-targ.fits.gz,KIC 100002374,13,31
1262,kplr100002374-2010174085026_lpd-targ.fits.gz,KIC 100002374,5,31
1263,kplr100002374-2011177032512_lpd-targ.fits.gz,KIC 100002374,9,31
1264,kplr100002375-2010174085026_lpd-targ.fits.gz,KIC 100002375,5,32
1265,kplr100002375-2012179063303_lpd-targ.fits.gz,KIC 100002375,13,32
1266,kplr100002375-2013131215648_lpd-targ.fits.gz,KIC 100002375,17,32
1267,kplr100002375-2011177032512_lpd-targ.fits.gz,KIC 100002375,9,32
1268,kplr100002376-2010174085026_lpd-targ.fits.gz,KIC 100002376,5,32
1269,kplr100002376-2012179063303_lpd-targ.fits.gz,KIC 100002376,13,32
1270,kplr100002376-2013131215648_lpd-targ.fits.gz,KIC 100002376,17,32
1271,kplr100002376-2011177032512_lpd-targ.fits.gz,KIC 100002376,9,32
1272,kplr100002377-2011177032512_lpd-targ.fits.gz,KIC 100002377,9,32
1273,kplr100002377-2013131215648_lpd-targ.fits.gz,KIC 100002377,17,32
1274,kplr100002377-2012179063303_lpd-targ.fits.gz,KIC 100002377,13,32
1275,kplr100002377-2010174085026_lpd-targ.fits.gz,KIC 100002377,5,32
1276,kplr100002378-2012179063303_lpd-targ.fits.gz,KIC 100002378,13,32
1277,kplr100002378-2011177032512_lpd-targ.fits.gz,KIC 100002378,9,32
1278,kplr100002378-2010174085026_lpd-targ.fits.gz,KIC 100002378,5,32
1279,kplr100002378-2013131215648_lpd-targ.fits.gz,KIC 100002378,17,32
1280,kplr100002405-2010265121752_lpd-targ.fits.gz,KIC 100002405,6,81
1281,kplr100002405-2011271113734_lpd-targ.fits.gz,KIC 100002405,10,81
1282,kplr100002405-2012277125453_lpd-targ.fits.gz,KIC 100002405,14,81
1283,kplr100002406-2010265121752_lpd-targ.fits.gz,KIC 100002406,6,81
1284,kplr100002406-2011271113734_lpd-targ.fits.gz,KIC 100002406,10,81
1285,kplr100002406-2012277125453_lpd-targ.fits.gz,KIC 100002406,14,81
1286,kplr100002407-2012277125453_lpd-targ.fits.gz,KIC 100002407,14,81
1287,kplr100002407-2011271113734_lpd-targ.fits.gz,KIC 100002407,10,81
1288,kplr100002407-2010265121752_lpd-targ.fits.gz,KIC 100002407,6,81
1289,kplr100002408-2012277125453_lpd-targ.fits.gz,KIC 100002408,14,81
1290,kplr100002408-2011271113734_lpd-targ.fits.gz,KIC 100002408,10,81
1291,kplr100002408-2010265121752_lpd-targ.fits.gz,KIC 100002408,6,81
1292,kplr100002409-2011271113734_lpd-targ.fits.gz,KIC 100002409,10,82
1293,kplr100002409-2010265121752_lpd-targ.fits.gz,KIC 100002409,6,82
1294,kplr100002409-2012277125453_lpd-targ.fits.gz,KIC 100002409,14,82
1295,kplr100002410-2012277125453_lpd-targ.fits.gz,KIC 100002410,14,82
1296,kplr100002410-2011271113734_lpd-targ.fits.gz,KIC 100002410,10,82
1297,kplr100002410-2010265121752_lpd-targ.fits.gz,KIC 100002410,6,82
1298,kplr100002411-2010265121752_lpd-targ.fits.gz,KIC 100002411,6,82
1299,kplr100002411-2011271113734_lpd-targ.fits.gz,KIC 100002411,10,82
1300,kplr100002411-2012277125453_lpd-targ.fits.gz,KIC 100002411,14,82
1301,kplr100002412-2011271113734_lpd-targ.fits.gz,KIC 100002412,10,82
1302,kplr100002412-2010265121752_lpd-targ.fits.gz,KIC 100002412,6,82
1303,kplr100002412-2012277125453_lpd-targ.fits.gz,KIC 100002412,14,82
1304,kplr100002413-2012277125453_lpd-targ.fits.gz,KIC 100002413,14,83
1305,kplr100002413-2010265121752_lpd-targ.fits.gz,KIC 100002413,6,83
1306,kplr100002413-2011271113734_lpd-targ.fits.gz,KIC 100002413,10,83
1307,kplr100002414-2011271113734_lpd-targ.fits.gz,KIC 100002414,10,83
1308,kplr100002414-2010265121752_lpd-targ.fits.gz,KIC 100002414,6,83
1309,kplr100002414-2012277125453_lpd-targ.fits.gz,KIC 100002414,14,83
1310,kplr100002415-2012277125453_lpd-targ.fits.gz,KIC 100002415,14,83
1311,kplr100002415-2011271113734_lpd-targ.fits.gz,KIC 100002415,10,83
1312,kplr100002415-2010265121752_lpd-targ.fits.gz,KIC 100002415,6,83
1313,kplr100002416-2012277125453_lpd-targ.fits.gz,KIC 100002416,14,83
1314,kplr100002416-2011271113734_lpd-targ.fits.gz,KIC 100002416,10,83
1315,kplr100002416-2010265121752_lpd-targ.fits.gz,KIC 100002416,6,83
1316,kplr100002417-2012277125453_lpd-targ.fits.gz,KIC 100002417,14,84
1317,kplr100002417-2011271113734_lpd-targ.fits.gz,KIC 100002417,10,84
1318,kplr100002417-2010265121752_lpd-targ.fits.gz,KIC 100002417,6,84
1319,kplr100002418-2012277125453_lpd-targ.fits.gz,KIC 100002418,14,84
1320,kplr100002418-2010265121752_lpd-targ.fits.gz,KIC 100002418,6,84
1321,kplr100002418-2011271113734_lpd-targ.fits.gz,KIC 100002418,10,84
1322,kplr100002419-2012277125453_lpd-targ.fits.gz,KIC 100002419,14,84
1323,kplr100002419-2011271113734_lpd-targ.fits.gz,KIC 100002419,10,84
1324,kplr100002419-2010265121752_lpd-targ.fits.gz,KIC 100002419,6,84
1325,kplr100002420-2011271113734_lpd-targ.fits.gz,KIC 100002420,10,84
1326,kplr100002420-2012277125453_lpd-targ.fits.gz,KIC 100002420,14,84
1327,kplr100002420-2010265121752_lpd-targ.fits.gz,KIC 100002420,6,84
1328,kplr100002421-2012277125453_lpd-targ.fits.gz,KIC 100002421,14,77
1329,kplr100002421-2010265121752_lpd-targ.fits.gz,KIC 100002421,6,77
1330,kplr100002421-2011271113734_lpd-targ.fits.gz,KIC 100002421,10,77
1331,kplr100002422-2012277125453_lpd-targ.fits.gz,KIC 100002422,14,77
1332,kplr100002422-2010265121752_lpd-targ.fits.gz,KIC 100002422,6,77
1333,kplr100002422-2011271113734_lpd-targ.fits.gz,KIC 100002422,10,77
1334,kplr100002423-2010265121752_lpd-targ.fits.gz,KIC 100002423,6,77
1335,kplr100002423-2012277125453_lpd-targ.fits.gz,KIC 100002423,14,77
1336,kplr100002423-2011271113734_lpd-targ.fits.gz,KIC 100002423,10,77
1337,kplr100002424-2010265121752_lpd-targ.fits.gz,KIC 100002424,6,77
1338,kplr100002424-2011271113734_lpd-targ.fits.gz,KIC 100002424,10,77
1339,kplr100002424-2012277125453_lpd-targ.fits.gz,KIC 100002424,14,77
1340,kplr100002425-2012277125453_lpd-targ.fits.gz,KIC 100002425,14,78
1341,kplr100002425-2010265121752_lpd-targ.fits.gz,KIC 100002425,6,78
1342,kplr100002425-2011271113734_lpd-targ.fits.gz,KIC 100002425,10,78
1343,kplr100002426-2010265121752_lpd-targ.fits.gz,KIC 100002426,6,78
1344,kplr100002426-2012277125453_lpd-targ.fits.gz,KIC 100002426,14,78
1345,kplr100002426-2011271113734_lpd-targ.fits.gz,KIC 100002426,10,78
1346,kplr100002427-2012277125453_lpd-targ.fits.gz,KIC 100002427,14,78
1347,kplr100002427-2010265121752_lpd-targ.fits.gz,KIC 100002427,6,78
1348,kplr100002427-2011271113734_lpd-targ.fits.gz,KIC 100002427,10,78
1349,kplr100002428-2012277125453_lpd-targ.fits.gz,KIC 100002428,14,78
1350,kplr100002428-2010265121752_lpd-targ.fits.gz,KIC 100002428,6,78
1351,kplr100002428-2011271113734_lpd-targ.fits.gz,KIC 100002428,10,78
1352,kplr100002429-2012277125453_lpd-targ.fits.gz,KIC 100002429,14,79
1353,kplr100002429-2010265121752_lpd-targ.fits.gz,KIC 100002429,6,79
1354,kplr100002429-2011271113734_lpd-targ.fits.gz,KIC 100002429,10,79
1355,kplr100002430-2012277125453_lpd-targ.fits.gz,KIC 100002430,14,79
1356,kplr100002430-2010265121752_lpd-targ.fits.gz,KIC 100002430,6,79
1357,kplr100002430-2011271113734_lpd-targ.fits.gz,KIC 100002430,10,79
1358,kplr100002431-2012277125453_lpd-targ.fits.gz,KIC 100002431,14,79
1359,kplr100002431-2010265121752_lpd-targ.fits.gz,KIC 100002431,6,79
1360,kplr100002431-2011271113734_lpd-targ.fits.gz,KIC 100002431,10,79
1361,kplr100002432-2011271113734_lpd-targ.fits.gz,KIC 100002432,10,79
1362,kplr100002432-2010265121752_lpd-targ.fits.gz,KIC 100002432,6,79
1363,kplr100002432-2012277125453_lpd-targ.fits.gz,KIC 100002432,14,79
1364,kplr100002433-2011271113734_lpd-targ.fits.gz,KIC 100002433,10,80
1365,kplr100002433-2012277125453_lpd-targ.fits.gz,KIC 100002433,14,80
1366,kplr100002433-2010265121752_lpd-targ.fits.gz,KIC 100002433,6,80
1367,kplr100002434-2012277125453_lpd-targ.fits.gz,KIC 100002434,14,80
1368,kplr100002434-2010265121752_lpd-targ.fits.gz,KIC 100002434,6,80
1369,kplr100002434-2011271113734_lpd-targ.fits.gz,KIC 100002434,10,80
1370,kplr100002435-2010265121752_lpd-targ.fits.gz,KIC 100002435,6,80
1371,kplr100002435-2012277125453_lpd-targ.fits.gz,KIC 100002435,14,80
1372,kplr100002435-2011271113734_lpd-targ.fits.gz,KIC 100002435,10,80
1373,kplr100002436-2010265121752_lpd-targ.fits.gz,KIC 100002436,6,80
1374,kplr100002436-2011271113734_lpd-targ.fits.gz,KIC 100002436,10,80
1375,kplr100002436-2012277125453_lpd-targ.fits.gz,KIC 100002436,14,80
1376,kplr100002437-2010265121752_lpd-targ.fits.gz,KIC 100002437,6,73
1377,kplr100002437-2012277125453_lpd-targ.fits.gz,KIC 100002437,14,73
1378,kplr100002437-2011271113734_lpd-targ.fits.gz,KIC 100002437,10,73
1379,kplr100002438-2010265121752_lpd-targ.fits.gz,KIC 100002438,6,73
1380,kplr100002438-2011271113734_lpd-targ.fits.gz,KIC 100002438,10,73
1381,kplr100002438-2012277125453_lpd-targ.fits.gz,KIC 100002438,14,73
1382,kplr100002439-2011271113734_lpd-targ.fits.gz,KIC 100002439,10,73
1383,kplr100002439-2010265121752_lpd-targ.fits.gz,KIC 100002439,6,73
1384,kplr100002439-2012277125453_lpd-targ.fits.gz,KIC 100002439,14,73
1385,kplr100002440-2012277125453_lpd-targ.fits.gz,KIC 100002440,14,73
1386,kplr100002440-2011271113734_lpd-targ.fits.gz,KIC 100002440,10,73
1387,kplr100002440-2010265121752_lpd-targ.fits.gz,KIC 100002440,6,73
1388,kplr100002441-2012277125453_lpd-targ.fits.gz,KIC 100002441,14,74
1389,kplr100002441-2010265121752_lpd-targ.fits.gz,KIC 100002441,6,74
1390,kplr100002441-2011271113734_lpd-targ.fits.gz,KIC 100002441,10,74
1391,kplr100002442-2010265121752_lpd-targ.fits.gz,KIC 100002442,6,74
1392,kplr100002442-2012277125453_lpd-targ.fits.gz,KIC 100002442,14,74
1393,kplr100002442-2011271113734_lpd-targ.fits.gz,KIC 100002442,10,74
1394,kplr100002443-2010265121752_lpd-targ.fits.gz,KIC 100002443,6,74
1395,kplr100002443-2011271113734_lpd-targ.fits.gz,KIC 100002443,10,74
1396,kplr100002443-2012277125453_lpd-targ.fits.gz,KIC 100002443,14,74
1397,kplr100002444-2011271113734_lpd-targ.fits.gz,KIC 100002444,10,74
1398,kplr100002444-2012277125453_lpd-targ.fits.gz,KIC 100002444,14,74
1399,kplr100002444-2010265121752_lpd-targ.fits.gz,KIC 100002444,6,74
1400,kplr100002445-2010265121752_lpd-targ.fits.gz,KIC 100002445,6,75
1401,kplr100002445-2011271113734_lpd-targ.fits.gz,KIC 100002445,10,75
1402,kplr100002445-2012277125453_lpd-targ.fits.gz,KIC 100002445,14,75
1403,kplr100002446-2010265121752_lpd-targ.fits.gz,KIC 100002446,6,75
1404,kplr100002446-2011271113734_lpd-targ.fits.gz,KIC 100002446,10,75
1405,kplr100002446-2012277125453_lpd-targ.fits.gz,KIC 100002446,14,75
1406,kplr100002447-2010265121752_lpd-targ.fits.gz,KIC 100002447,6,75
1407,kplr100002447-2011271113734_lpd-targ.fits.gz,KIC 100002447,10,75
1408,kplr100002447-2012277125453_lpd-targ.fits.gz,KIC 100002447,14,75
1409,kplr100002448-2010265121752_lpd-targ.fits.gz,KIC 100002448,6,75
1410,kplr100002448-2011271113734_lpd-targ.fits.gz,KIC 100002448,10,75
1411,kplr100002448-2012277125453_lpd-targ.fits.gz,KIC 100002448,14,75
1412,kplr100002449-2010265121752_lpd-targ.fits.gz,KIC 100002449,6,76
1413,kplr100002449-2011271113734_lpd-targ.fits.gz,KIC 100002449,10,76
1414,kplr100002449-2012277125453_lpd-targ.fits.gz,KIC 100002449,14,76
1415,kplr100002450-2010265121752_lpd-targ.fits.gz,KIC 100002450,6,76
1416,kplr100002450-2011271113734_lpd-targ.fits.gz,KIC 100002450,10,76
1417,kplr100002450-2012277125453_lpd-targ.fits.gz,KIC 100002450,14,76
1418,kplr100002451-2011271113734_lpd-targ.fits.gz,KIC 100002451,10,76
1419,kplr100002451-2012277125453_lpd-targ.fits.gz,KIC 100002451,14,76
1420,kplr100002451-2010265121752_lpd-targ.fits.gz,KIC 100002451,6,76
1421,kplr100002452-2012277125453_lpd-targ.fits.gz,KIC 100002452,14,76
1422,kplr100002452-2010265121752_lpd-targ.fits.gz,KIC 100002452,6,76
1423,kplr100002452-2011271113734_lpd-targ.fits.gz,KIC 100002452,10,76
1424,kplr100002453-2010265121752_lpd-targ.fits.gz,KIC 100002453,6,69
1425,kplr100002453-2011271113734_lpd-targ.fits.gz,KIC 100002453,10,69
